invoice_id,entity,vendor_id,issue_date,paid_date,currency,amount,category
AP-NL01-202501-6400,NL01,V050,2025-01-05,2025-02-04,EUR,23806.88,opex
AP-NL01-202502-INV1,NL01,V010,2025-02-18,2025-03-26,EUR,187021.21,inventory
AP-NL01-202502-INV2,NL01,V004,2025-02-02,2025-02-25,EUR,356771.15,inventory
AP-NL01-202502-INV3,NL01,V002,2025-02-01,2025-03-07,EUR,30088.61,inventory
AP-NL01-202502-6100,NL01,V041,2025-02-10,2025-03-08,EUR,59181.93,opex
AP-NL01-202502-6200,NL01,V060,2025-02-18,2025-03-24,EUR,50558.53,opex
AP-NL01-202502-6300,NL01,V056,2025-02-15,2025-03-07,EUR,19293.2,opex
AP-NL01-202502-6400,NL01,V042,2025-02-05,2025-03-06,EUR,27872.69,opex
AP-NL01-202503-INV1,NL01,V013,2025-03-20,2025-04-15,EUR,484350.61,inventory
AP-NL01-202503-INV2,NL01,V023,2025-03-11,2025-04-21,EUR,10500.25,inventory
AP-NL01-202503-INV3,NL01,V007,2025-03-06,2025-04-06,EUR,42031.89,inventory
AP-NL01-202503-INV4,NL01,V006,2025-03-24,2025-04-21,EUR,67018.22,inventory
AP-NL01-202503-6100,NL01,V037,2025-03-01,2025-04-02,EUR,61484.08,opex
AP-NL01-202503-6200,NL01,V029,2025-03-07,2025-04-09,EUR,52306.91,opex
AP-NL01-202503-6300,NL01,V028,2025-03-07,2025-04-17,EUR,15846.51,opex
AP-NL01-202503-6400,NL01,V057,2025-03-02,2025-04-04,EUR,32122.6,opex
AP-NL01-202504-INV1,NL01,V007,2025-04-17,2025-05-19,EUR,294629.49,inventory
AP-NL01-202504-INV2,NL01,V022,2025-04-02,2025-05-03,EUR,249088.84,inventory
AP-NL01-202504-INV3,NL01,V024,2025-04-15,2025-05-24,EUR,59264.7,inventory
AP-NL01-202504-6100,NL01,V041,2025-04-01,2025-04-27,EUR,54293.26,opex
AP-NL01-202504-6200,NL01,V047,2025-04-02,2025-05-08,EUR,45400.75,opex
AP-NL01-202504-6300,NL01,V055,2025-04-08,2025-05-09,EUR,17088.62,opex
AP-NL01-202504-6400,NL01,V054,2025-04-17,2025-05-17,EUR,27832.32,opex
AP-NL01-202505-INV1,NL01,V020,2025-05-09,2025-06-12,EUR,353802.17,inventory
AP-NL01-202505-INV2,NL01,V020,2025-05-23,2025-07-07,EUR,108795.86,inventory
AP-NL01-202505-INV3,NL01,V005,2025-05-08,2025-06-06,EUR,101390.46,inventory
AP-NL01-202505-6100,NL01,V047,2025-05-11,2025-06-06,EUR,64201.41,opex
AP-NL01-202505-6200,NL01,V042,2025-05-10,2025-06-03,EUR,54640.25,opex
AP-NL01-202505-6300,NL01,V036,2025-05-06,2025-06-08,EUR,20617.79,opex
AP-NL01-202505-6400,NL01,V030,2025-05-19,2025-06-10,EUR,30992.75,opex
AP-NL01-202506-INV1,NL01,V015,2025-06-17,2025-07-14,EUR,33930.58,inventory
AP-NL01-202506-INV2,NL01,V007,2025-06-24,2025-07-31,EUR,442129.46,inventory
AP-NL01-202506-INV3,NL01,V007,2025-06-22,2025-07-15,EUR,25097.71,inventory
AP-NL01-202506-INV4,NL01,V008,2025-06-14,2025-07-13,EUR,127504.24,inventory
AP-NL01-202506-6100,NL01,V037,2025-06-11,2025-07-09,EUR,61588.19,opex
AP-NL01-202506-6200,NL01,V031,2025-06-01,2025-07-07,EUR,48538.06,opex
AP-NL01-202506-6300,NL01,V046,2025-06-11,2025-07-07,EUR,19267.8,opex
AP-NL01-202506-6400,NL01,V052,2025-06-10,2025-07-24,EUR,35040.42,opex
AP-NL01-202507-INV1,NL01,V018,2025-07-03,2025-08-07,EUR,162381.15,inventory
AP-NL01-202507-INV2,NL01,V007,2025-07-02,2025-07-19,EUR,151842.74,inventory
AP-NL01-202507-INV3,NL01,V004,2025-07-05,2025-07-26,EUR,77537.34,inventory
AP-NL01-202507-INV4,NL01,V020,2025-07-02,2025-07-26,EUR,151598.64,inventory
AP-NL01-202507-6100,NL01,V039,2025-07-02,2025-08-12,EUR,57050.45,opex
AP-NL01-202507-6200,NL01,V059,2025-07-01,2025-07-30,EUR,41177.59,opex
AP-NL01-202507-6300,NL01,V026,2025-07-02,2025-07-31,EUR,18220.09,opex
AP-NL01-202507-6400,NL01,V059,2025-07-05,2025-08-02,EUR,30104.03,opex
AP-NL01-202508-INV1,NL01,V004,2025-08-23,2025-09-10,EUR,176791.74,inventory
AP-NL01-202508-INV2,NL01,V001,2025-08-04,2025-09-21,EUR,224780.61,inventory
AP-NL01-202508-INV3,NL01,V005,2025-08-08,2025-08-30,EUR,115766.74,inventory
AP-NL01-202508-INV4,NL01,V006,2025-08-18,2025-09-17,EUR,85241.97,inventory
AP-NL01-202508-6100,NL01,V043,2025-08-08,2025-09-04,EUR,63743.87,opex
AP-NL01-202508-6200,NL01,V028,2025-08-16,2025-09-10,EUR,40482.52,opex
AP-NL01-202508-6300,NL01,V026,2025-08-13,2025-09-18,EUR,22475.01,opex
AP-NL01-202508-6400,NL01,V048,2025-08-08,2025-09-12,EUR,31694.85,opex
AP-NL01-202509-INV1,NL01,V021,2025-09-06,2025-10-19,EUR,376333.19,inventory
AP-NL01-202509-INV2,NL01,V006,2025-09-09,2025-10-14,EUR,137347.37,inventory
AP-NL01-202509-INV3,NL01,V022,2025-09-23,2025-10-20,EUR,85059.55,inventory
AP-NL01-202509-INV4,NL01,V023,2025-09-14,2025-10-13,EUR,36863.0,inventory
AP-NL01-202509-INV5,NL01,V003,2025-09-20,2025-10-22,EUR,72156.91,inventory
AP-NL01-202509-6100,NL01,V038,2025-09-07,2025-10-07,EUR,66106.75,opex
AP-NL01-202509-6200,NL01,V034,2025-09-06,2025-10-19,EUR,52227.7,opex
AP-NL01-202509-6300,NL01,V043,2025-09-19,2025-10-22,EUR,20626.69,opex
AP-NL01-202509-6400,NL01,V027,2025-09-06,2025-10-10,EUR,40525.06,opex
AP-NL01-202510-INV1,NL01,V007,2025-10-18,2025-11-10,EUR,26196.39,inventory
AP-NL01-202510-INV2,NL01,V004,2025-10-21,2025-11-20,EUR,62387.43,inventory
AP-NL01-202510-INV3,NL01,V007,2025-10-10,2025-11-11,EUR,182999.47,inventory
AP-NL01-202510-INV4,NL01,V012,2025-10-05,2025-11-18,EUR,250406.83,inventory
AP-NL01-202510-INV5,NL01,V016,2025-10-14,2025-11-20,EUR,168989.34,inventory
AP-NL01-202510-6100,NL01,V027,2025-10-20,2025-11-13,EUR,58718.48,opex
AP-NL01-202510-6200,NL01,V054,2025-10-05,2025-11-03,EUR,52530.92,opex
AP-NL01-202510-6300,NL01,V055,2025-10-02,2025-10-25,EUR,29249.12,opex
AP-NL01-202510-6400,NL01,V057,2025-10-17,2025-11-21,EUR,33494.65,opex
AP-NL01-202511-INV1,NL01,V004,2025-11-18,2025-12-11,EUR,100402.57,inventory
AP-NL01-202511-INV2,NL01,V021,2025-11-07,2025-11-28,EUR,99519.32,inventory
AP-NL01-202511-INV3,NL01,V003,2025-11-11,2025-12-11,EUR,40699.95,inventory
AP-NL01-202511-INV4,NL01,V004,2025-11-24,2025-12-28,EUR,217391.62,inventory
AP-NL01-202511-INV5,NL01,V009,2025-11-12,2025-12-12,EUR,219369.95,inventory
AP-NL01-202511-6100,NL01,V057,2025-11-02,2025-12-02,EUR,68743.73,opex
AP-NL01-202511-6200,NL01,V057,2025-11-01,2025-11-27,EUR,56225.89,opex
AP-NL01-202511-6300,NL01,V053,2025-11-08,2025-12-23,EUR,25177.86,opex
AP-NL01-202511-6400,NL01,V055,2025-11-11,2025-12-10,EUR,40795.57,opex
AP-NL01-202512-INV1,NL01,V017,2025-12-05,2025-12-29,EUR,186863.05,inventory
AP-NL01-202512-INV2,NL01,V004,2025-12-02,2025-12-15,EUR,78371.77,inventory
AP-NL01-202512-INV3,NL01,V001,2025-12-19,2026-01-13,EUR,450452.4,inventory
AP-NL01-202512-6100,NL01,V029,2025-12-18,2026-01-12,EUR,87414.56,opex
AP-NL01-202512-6200,NL01,V029,2025-12-03,2025-12-29,EUR,72614.66,opex
AP-NL01-202512-6300,NL01,V031,2025-12-18,2026-01-16,EUR,28046.87,opex
AP-NL01-202512-6400,NL01,V057,2025-12-05,2025-12-24,EUR,40104.57,opex
AP-PL01-202401-INV1,PL01,V010,2024-01-11,2024-02-12,PLN,381222.14,inventory
AP-PL01-202401-INV2,PL01,V007,2024-01-23,2024-03-02,PLN,63004.38,inventory
AP-PL01-202401-INV3,PL01,V003,2024-01-19,2024-02-24,PLN,318813.81,inventory
AP-PL01-202401-INV4,PL01,V016,2024-01-20,2024-02-15,PLN,40234.4,inventory
AP-PL01-202401-INV5,PL01,V013,2024-01-02,2024-02-05,PLN,112511.3,inventory
AP-PL01-202401-6100,PL01,V049,2024-01-19,2024-03-05,PLN,66990.27,opex
AP-PL01-202401-6200,PL01,V036,2024-01-08,2024-02-07,PLN,63618.45,opex
AP-PL01-202401-6300,PL01,V033,2024-01-10,2024-02-12,PLN,24174.9,opex
AP-PL01-202401-6400,PL01,V030,2024-01-04,2024-02-03,PLN,48231.57,opex
AP-PL01-202402-INV1,PL01,V009,2024-02-01,2024-03-20,PLN,152715.34,inventory
AP-PL01-202402-INV2,PL01,V007,2024-02-17,2024-03-29,PLN,131821.26,inventory
AP-PL01-202402-INV3,PL01,V006,2024-02-03,2024-03-18,PLN,535637.94,inventory
AP-PL01-202402-6100,PL01,V053,2024-02-06,2024-03-17,PLN,91573.95,opex
AP-PL01-202402-6200,PL01,V027,2024-02-05,2024-03-21,PLN,69588.46,opex
AP-PL01-202402-6300,PL01,V055,2024-02-19,2024-03-22,PLN,35591.36,opex
AP-PL01-202402-6400,PL01,V044,2024-02-02,2024-03-20,PLN,36781.98,opex
AP-PL01-202403-INV1,PL01,V021,2024-03-17,2024-04-23,PLN,91108.04,inventory
AP-PL01-202403-INV2,PL01,V019,2024-03-16,2024-05-06,PLN,364568.45,inventory
AP-PL01-202403-INV3,PL01,V015,2024-03-07,2024-04-20,PLN,134831.94,inventory
AP-PL01-202403-INV4,PL01,V018,2024-03-01,2024-04-12,PLN,325037.58,inventory
AP-PL01-202403-6100,PL01,V027,2024-03-19,2024-04-23,PLN,86101.43,opex
AP-PL01-202403-6200,PL01,V040,2024-03-16,2024-05-02,PLN,82480.28,opex
AP-PL01-202403-6300,PL01,V041,2024-03-14,2024-04-24,PLN,28259.15,opex
AP-PL01-202403-6400,PL01,V032,2024-03-17,2024-04-28,PLN,55295.75,opex
AP-PL01-202404-INV1,PL01,V025,2024-04-13,2024-05-25,PLN,353115.47,inventory
AP-PL01-202404-INV2,PL01,V020,2024-04-13,2024-05-30,PLN,402415.84,inventory
AP-PL01-202404-INV3,PL01,V017,2024-04-21,2024-06-03,PLN,285429.28,inventory
AP-PL01-202404-6100,PL01,V035,2024-04-09,2024-05-18,PLN,95187.91,opex
AP-PL01-202404-6200,PL01,V046,2024-04-06,2024-05-16,PLN,62055.52,opex
AP-PL01-202404-6300,PL01,V032,2024-04-05,2024-05-09,PLN,26377.24,opex
AP-PL01-202404-6400,PL01,V045,2024-04-17,2024-06-10,PLN,56808.1,opex
AP-PL01-202405-INV1,PL01,V013,2024-05-15,2024-06-30,PLN,734643.4,inventory
AP-PL01-202405-INV2,PL01,V007,2024-05-22,2024-06-25,PLN,145623.43,inventory
AP-PL01-202405-INV3,PL01,V014,2024-05-11,2024-06-24,PLN,56808.07,inventory
AP-PL01-202405-INV4,PL01,V011,2024-05-10,2024-06-24,PLN,105815.22,inventory
AP-PL01-202405-INV5,PL01,V018,2024-05-07,2024-06-16,PLN,29106.93,inventory
AP-PL01-202405-6100,PL01,V038,2024-05-02,2024-06-26,PLN,91545.52,opex
AP-PL01-202405-6200,PL01,V054,2024-05-10,2024-06-25,PLN,84300.39,opex
AP-PL01-202405-6300,PL01,V058,2024-05-06,2024-06-28,PLN,38209.2,opex
AP-PL01-202405-6400,PL01,V029,2024-05-03,2024-06-11,PLN,58558.55,opex
AP-PL01-202406-INV1,PL01,V016,2024-06-08,2024-07-20,PLN,285191.68,inventory
AP-PL01-202406-INV2,PL01,V017,2024-06-20,2024-07-23,PLN,152602.88,inventory
AP-PL01-202406-INV3,PL01,V016,2024-06-19,2024-07-13,PLN,463588.35,inventory
AP-PL01-202406-INV4,PL01,V021,2024-06-23,2024-08-07,PLN,88747.46,inventory
AP-PL01-202406-6100,PL01,V039,2024-06-02,2024-07-11,PLN,84375.5,opex
AP-PL01-202406-6200,PL01,V057,2024-06-13,2024-07-24,PLN,77867.18,opex
AP-PL01-202406-6300,PL01,V054,2024-06-15,2024-08-02,PLN,33375.89,opex
AP-PL01-202406-6400,PL01,V032,2024-06-07,2024-07-30,PLN,56569.52,opex
AP-PL01-202407-INV1,PL01,V009,2024-07-07,2024-08-19,PLN,76645.51,inventory
AP-PL01-202407-INV2,PL01,V005,2024-07-21,2024-08-24,PLN,44858.52,inventory
AP-PL01-202407-INV3,PL01,V011,2024-07-11,2024-08-23,PLN,854711.15,inventory
AP-PL01-202407-6100,PL01,V049,2024-07-14,2024-08-27,PLN,81278.32,opex
AP-PL01-202407-6200,PL01,V057,2024-07-11,2024-08-19,PLN,73792.49,opex
AP-PL01-202407-6300,PL01,V055,2024-07-05,2024-08-12,PLN,28772.79,opex
AP-PL01-202407-6400,PL01,V058,2024-07-18,2024-08-30,PLN,48345.25,opex
AP-PL01-202408-INV1,PL01,V023,2024-08-22,2024-10-16,PLN,272197.06,inventory
AP-PL01-202408-INV2,PL01,V017,2024-08-23,2024-10-15,PLN,85863.26,inventory
AP-PL01-202408-INV3,PL01,V004,2024-08-09,2024-09-26,PLN,366494.96,inventory
AP-PL01-202408-INV4,PL01,V018,2024-08-02,2024-09-09,PLN,38074.59,inventory
AP-PL01-202408-INV5,PL01,V024,2024-08-14,2024-09-27,PLN,137412.08,inventory
AP-PL01-202408-6100,PL01,V038,2024-08-11,2024-09-21,PLN,106056.11,opex
AP-PL01-202408-6200,PL01,V042,2024-08-03,2024-09-07,PLN,81985.95,opex
AP-PL01-202408-6300,PL01,V030,2024-08-06,2024-09-14,PLN,24983.62,opex
AP-PL01-202408-6400,PL01,V057,2024-08-03,2024-09-18,PLN,57176.44,opex
AP-PL01-202409-INV1,PL01,V021,2024-09-22,2024-10-31,PLN,32927.71,inventory
AP-PL01-202409-INV2,PL01,V016,2024-09-12,2024-10-20,PLN,181517.2,inventory
AP-PL01-202409-INV3,PL01,V018,2024-09-11,2024-10-18,PLN,83922.84,inventory
AP-PL01-202409-INV4,PL01,V010,2024-09-16,2024-10-30,PLN,566089.37,inventory
AP-PL01-202409-INV5,PL01,V015,2024-09-05,2024-10-14,PLN,244706.77,inventory
AP-PL01-202409-6100,PL01,V030,2024-09-12,2024-10-24,PLN,84351.14,opex
AP-PL01-202409-6200,PL01,V044,2024-09-04,2024-10-08,PLN,84375.48,opex
AP-PL01-202409-6300,PL01,V057,2024-09-18,2024-10-29,PLN,42189.14,opex
AP-PL01-202409-6400,PL01,V060,2024-09-19,2024-11-08,PLN,55721.32,opex
AP-PL01-202410-INV1,PL01,V005,2024-10-03,2024-11-10,PLN,87921.16,inventory
AP-PL01-202410-INV2,PL01,V009,2024-10-10,2024-11-19,PLN,409430.85,inventory
AP-PL01-202410-INV3,PL01,V020,2024-10-11,2024-11-19,PLN,150426.77,inventory
AP-PL01-202410-INV4,PL01,V024,2024-10-08,2024-11-11,PLN,323117.14,inventory
AP-PL01-202410-INV5,PL01,V021,2024-10-23,2024-12-03,PLN,149590.75,inventory
AP-PL01-202410-6100,PL01,V058,2024-10-03,2024-11-24,PLN,105945.38,opex
AP-PL01-202410-6200,PL01,V026,2024-10-05,2024-11-16,PLN,93058.49,opex
AP-PL01-202410-6300,PL01,V033,2024-10-14,2024-12-01,PLN,40442.05,opex
AP-PL01-202410-6400,PL01,V043,2024-10-10,2024-11-15,PLN,59669.59,opex
AP-PL01-202411-INV1,PL01,V024,2024-11-21,2025-01-01,PLN,61052.86,inventory
AP-PL01-202411-INV2,PL01,V022,2024-11-16,2024-12-30,PLN,657029.41,inventory
AP-PL01-202411-INV3,PL01,V021,2024-11-21,2025-01-04,PLN,320367.35,inventory
AP-PL01-202411-INV4,PL01,V007,2024-11-06,2024-12-10,PLN,71043.22,inventory
AP-PL01-202411-6100,PL01,V037,2024-11-10,2024-12-27,PLN,126239.4,opex
AP-PL01-202411-6200,PL01,V053,2024-11-07,2024-12-20,PLN,95344.8,opex
AP-PL01-202411-6300,PL01,V059,2024-11-20,2024-12-25,PLN,42501.73,opex
AP-PL01-202411-6400,PL01,V041,2024-11-12,2024-12-14,PLN,69236.84,opex
AP-PL01-202412-INV1,PL01,V017,2024-12-13,2025-01-16,PLN,369890.11,inventory
AP-PL01-202412-INV2,PL01,V001,2024-12-11,2025-01-20,PLN,388672.77,inventory
AP-PL01-202412-INV3,PL01,V016,2024-12-14,2025-01-26,PLN,197093.31,inventory
AP-PL01-202412-INV4,PL01,V025,2024-12-06,2025-01-19,PLN,206698.64,inventory
AP-PL01-202412-6100,PL01,V032,2024-12-06,2025-01-19,PLN,134698.64,opex
AP-PL01-202412-6200,PL01,V058,2024-12-07,2025-01-14,PLN,111554.44,opex
AP-PL01-202412-6300,PL01,V031,2024-12-01,2025-01-08,PLN,42959.8,opex
AP-PL01-202412-6400,PL01,V041,2024-12-05,2025-01-15,PLN,61398.37,opex
AP-PL01-202501-INV1,PL01,V004,2025-01-12,2025-02-20,PLN,436524.14,inventory
AP-PL01-202501-INV2,PL01,V018,2025-01-03,2025-02-27,PLN,69476.91,inventory
AP-PL01-202501-INV3,PL01,V014,2025-01-20,2025-03-11,PLN,188385.92,inventory
AP-PL01-202501-INV4,PL01,V013,2025-01-21,2025-02-23,PLN,75693.93,inventory
AP-PL01-202501-INV5,PL01,V017,2025-01-11,2025-02-23,PLN,200822.07,inventory
AP-PL01-202501-6100,PL01,V043,2025-01-11,2025-02-19,PLN,73617.22,opex
AP-PL01-202501-6200,PL01,V030,2025-01-16,2025-02-25,PLN,88427.07,opex
AP-PL01-202501-6300,PL01,V039,2025-01-17,2025-03-02,PLN,30256.74,opex
AP-PL01-202501-6400,PL01,V046,2025-01-17,2025-02-26,PLN,61692.71,opex
AP-PL01-202502-INV1,PL01,V022,2025-02-08,2025-03-23,PLN,170882.23,inventory
AP-PL01-202502-INV2,PL01,V012,2025-02-15,2025-03-29,PLN,470948.56,inventory
AP-PL01-202502-INV3,PL01,V008,2025-02-09,2025-03-20,PLN,465966.9,inventory
AP-PL01-202502-6100,PL01,V048,2025-02-16,2025-03-28,PLN,98883.58,opex
AP-PL01-202502-6200,PL01,V036,2025-02-02,2025-03-12,PLN,72889.26,opex
AP-PL01-202502-6300,PL01,V035,2025-02-20,2025-03-31,PLN,35486.11,opex
AP-PL01-202502-6400,PL01,V035,2025-02-18,2025-04-09,PLN,45988.11,opex
AP-PL01-202503-INV1,PL01,V018,2025-03-24,2025-05-07,PLN,372575.3,inventory
AP-PL01-202503-INV2,PL01,V025,2025-03-14,2025-04-21,PLN,521756.14,inventory
AP-PL01-202503-INV3,PL01,V020,2025-03-01,2025-04-14,PLN,214047.67,inventory
AP-PL01-202503-INV4,PL01,V018,2025-03-14,2025-05-07,PLN,193019.56,inventory
AP-PL01-202503-6100,PL01,V033,2025-03-17,2025-04-28,PLN,106559.03,opex
AP-PL01-202503-6200,PL01,V047,2025-03-13,2025-04-23,PLN,110308.68,opex
AP-PL01-202503-6300,PL01,V029,2025-03-11,2025-05-01,PLN,34562.29,opex
AP-PL01-202503-6400,PL01,V054,2025-03-16,2025-04-28,PLN,58233.94,opex
AP-PL01-202504-INV1,PL01,V004,2025-04-12,2025-05-25,PLN,75302.12,inventory
AP-PL01-202504-INV2,PL01,V008,2025-04-03,2025-05-15,PLN,634311.57,inventory
AP-PL01-202504-INV3,PL01,V008,2025-04-18,2025-06-01,PLN,292279.39,inventory
AP-PL01-202504-INV4,PL01,V007,2025-04-24,2025-06-12,PLN,234712.23,inventory
AP-PL01-202504-6100,PL01,V027,2025-04-05,2025-05-18,PLN,94726.58,opex
AP-PL01-202504-6200,PL01,V046,2025-04-13,2025-05-28,PLN,105577.99,opex
AP-PL01-202504-6300,PL01,V035,2025-04-11,2025-06-03,PLN,37649.42,opex
AP-PL01-202504-6400,PL01,V036,2025-04-05,2025-04-30,PLN,58322.68,opex
AP-PL01-202505-INV1,PL01,V025,2025-05-09,2025-06-29,PLN,53922.94,inventory
AP-PL01-202505-INV2,PL01,V019,2025-05-20,2025-06-20,PLN,497817.82,inventory
AP-PL01-202505-INV3,PL01,V004,2025-05-14,2025-06-16,PLN,87399.93,inventory
AP-PL01-202505-INV4,PL01,V024,2025-05-19,2025-06-23,PLN,413391.98,inventory
AP-PL01-202505-6100,PL01,V045,2025-05-07,2025-06-23,PLN,99798.45,opex
AP-PL01-202505-6200,PL01,V054,2025-05-18,2025-07-08,PLN,101207.37,opex
AP-PL01-202505-6300,PL01,V033,2025-05-08,2025-06-11,PLN,40926.7,opex
AP-PL01-202505-6400,PL01,V046,2025-05-08,2025-06-12,PLN,51730.39,opex
AP-PL01-202506-INV1,PL01,V018,2025-06-23,2025-08-03,PLN,220439.87,inventory
AP-PL01-202506-INV2,PL01,V008,2025-06-17,2025-07-26,PLN,153252.23,inventory
AP-PL01-202506-INV3,PL01,V014,2025-06-11,2025-08-03,PLN,762754.9,inventory
AP-PL01-202506-6100,PL01,V026,2025-06-16,2025-07-27,PLN,124072.36,opex
AP-PL01-202506-6200,PL01,V054,2025-06-19,2025-07-26,PLN,94678.73,opex
AP-PL01-202506-6300,PL01,V036,2025-06-19,2025-08-01,PLN,41444.99,opex
AP-PL01-202506-6400,PL01,V054,2025-06-12,2025-07-26,PLN,67956.29,opex
AP-PL01-202507-INV1,PL01,V001,2025-07-19,2025-08-25,PLN,244736.61,inventory
AP-PL01-202507-INV2,PL01,V006,2025-07-21,2025-08-23,PLN,281776.68,inventory
AP-PL01-202507-INV3,PL01,V013,2025-07-17,2025-08-21,PLN,457299.87,inventory
AP-PL01-202507-INV4,PL01,V021,2025-07-06,2025-08-18,PLN,191494.56,inventory
AP-PL01-202507-6100,PL01,V048,2025-07-05,2025-08-14,PLN,95476.56,opex
AP-PL01-202507-6200,PL01,V048,2025-07-12,2025-08-15,PLN,103193.2,opex
AP-PL01-202507-6300,PL01,V044,2025-07-09,2025-08-14,PLN,32072.91,opex
AP-PL01-202507-6400,PL01,V049,2025-07-20,2025-09-04,PLN,50587.49,opex
AP-PL01-202508-INV1,PL01,V003,2025-08-06,2025-09-15,PLN,605392.08,inventory
AP-PL01-202508-INV2,PL01,V024,2025-08-04,2025-09-10,PLN,204047.8,inventory
AP-PL01-202508-INV3,PL01,V025,2025-08-01,2025-09-19,PLN,200727.19,inventory
AP-PL01-202508-6100,PL01,V057,2025-08-19,2025-10-06,PLN,121732.99,opex
AP-PL01-202508-6200,PL01,V056,2025-08-04,2025-09-09,PLN,72956.16,opex
AP-PL01-202508-6300,PL01,V034,2025-08-09,2025-09-30,PLN,29850.39,opex
AP-PL01-202508-6400,PL01,V035,2025-08-09,2025-09-21,PLN,45341.15,opex
AP-PL01-202509-INV1,PL01,V021,2025-09-22,2025-11-07,PLN,296977.14,inventory
AP-PL01-202509-INV2,PL01,V009,2025-09-13,2025-10-24,PLN,152863.37,inventory
AP-PL01-202509-INV3,PL01,V015,2025-09-07,2025-10-28,PLN,262636.15,inventory
AP-PL01-202509-INV4,PL01,V008,2025-09-14,2025-10-19,PLN,229692.74,inventory
AP-PL01-202509-INV5,PL01,V012,2025-09-22,2025-11-06,PLN,279350.66,inventory
AP-PL01-202509-6100,PL01,V049,2025-09-16,2025-11-03,PLN,145941.07,opex
AP-PL01-202509-6200,PL01,V041,2025-09-13,2025-10-21,PLN,91278.78,opex
AP-PL01-202509-6300,PL01,V041,2025-09-12,2025-10-16,PLN,44575.31,opex
AP-PL01-202509-6400,PL01,V048,2025-09-12,2025-10-28,PLN,66084.53,opex
AP-PL01-202510-INV1,PL01,V001,2025-10-05,2025-11-23,PLN,148286.28,inventory
AP-PL01-202510-INV2,PL01,V004,2025-10-05,2025-11-19,PLN,1044666.87,inventory
AP-PL01-202510-INV3,PL01,V002,2025-10-03,2025-11-05,PLN,159512.06,inventory
AP-PL01-202510-6100,PL01,V041,2025-10-15,2025-11-29,PLN,106058.69,opex
AP-PL01-202510-6200,PL01,V060,2025-10-10,2025-11-22,PLN,106457.66,opex
AP-PL01-202510-6300,PL01,V026,2025-10-16,2025-12-01,PLN,52486.65,opex
AP-PL01-202510-6400,PL01,V059,2025-10-05,2025-11-07,PLN,79608.55,opex
AP-PL01-202511-INV1,PL01,V021,2025-11-12,2025-12-28,PLN,137848.4,inventory
AP-PL01-202511-INV2,PL01,V015,2025-11-05,2025-12-10,PLN,114482.74,inventory
AP-PL01-202511-INV3,PL01,V017,2025-11-09,2025-12-15,PLN,267431.72,inventory
AP-PL01-202511-INV4,PL01,V011,2025-11-02,2025-12-20,PLN,720813.61,inventory
AP-PL01-202511-6100,PL01,V043,2025-11-05,2025-12-19,PLN,116486.08,opex
AP-PL01-202511-6200,PL01,V047,2025-11-09,2025-12-19,PLN,114500.84,opex
AP-PL01-202511-6300,PL01,V054,2025-11-03,2025-12-12,PLN,56079.0,opex
AP-PL01-202511-6400,PL01,V053,2025-11-05,2025-12-14,PLN,78602.78,opex
AP-PL01-202512-INV1,PL01,V023,2025-12-08,2026-01-13,PLN,365581.84,inventory
AP-PL01-202512-INV2,PL01,V013,2025-12-22,2026-01-31,PLN,335460.27,inventory
AP-PL01-202512-INV3,PL01,V019,2025-12-06,2026-01-19,PLN,222300.9,inventory
AP-PL01-202512-INV4,PL01,V009,2025-12-03,2026-01-10,PLN,652056.46,inventory
AP-PL01-202512-6100,PL01,V035,2025-12-07,2026-01-18,PLN,169496.08,opex
AP-PL01-202512-6200,PL01,V028,2025-12-19,2026-01-23,PLN,114297.79,opex
AP-PL01-202512-6300,PL01,V041,2025-12-18,2026-02-09,PLN,46070.08,opex
AP-PL01-202512-6400,PL01,V035,2025-12-03,2026-01-07,PLN,75253.81,opex
